"old_url","decoded_path","source","http_status","final_url","canonical_url","title","content_type","error","redirect_target","redirect_status","mapping_status"
"https://sornaz.com/%d8%ac%d9%85%d9%84%d9%87/","/جمله/","sitemap:post","200","https://sornaz.com/%d8%ac%d9%85%d9%84%d9%87/","https://sornaz.com/%d8%ac%d9%85%d9%84%d9%87/","جمله در موسیقی به چه معناست؟ 4 روش مهم برای ساختن جمله های موسیقی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ac%d9%88%d8%a7%d8%af-%d9%85%d8%b9%d8%b1%d9%88%d9%81%db%8c/","/جواد-معروفی/","sitemap:post","200","https://sornaz.com/%d8%ac%d9%88%d8%a7%d8%af-%d9%85%d8%b9%d8%b1%d9%88%d9%81%db%8c/","https://sornaz.com/%d8%ac%d9%88%d8%a7%d8%af-%d9%85%d8%b9%d8%b1%d9%88%d9%81%db%8c/","جواد معروفی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%a7%d8%ac-%d8%aa%d8%a7%d8%ac-%d9%86%db%8c%d8%b4%d8%a7%d8%a8%d9%88%d8%b1%db%8c/","/حاج-تاج-نیشابوری/","sitemap:post","200","https://sornaz.com/%d8%ad%d8%a7%d8%ac-%d8%aa%d8%a7%d8%ac-%d9%86%db%8c%d8%b4%d8%a7%d8%a8%d9%88%d8%b1%db%8c/","https://sornaz.com/%d8%ad%d8%a7%d8%ac-%d8%aa%d8%a7%d8%ac-%d9%86%db%8c%d8%b4%d8%a7%d8%a8%d9%88%d8%b1%db%8c/","حاج تاج نیشابوری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%a8%db%8c%d8%a8-%d8%b3%d9%85%d8%a7%d8%b9%db%8c/","/حبیب-سماعی/","sitemap:post","200","https://sornaz.com/%d8%ad%d8%a8%db%8c%d8%a8-%d8%b3%d9%85%d8%a7%d8%b9%db%8c/","https://sornaz.com/%d8%ad%d8%a8%db%8c%d8%a8-%d8%b3%d9%85%d8%a7%d8%b9%db%8c/","حبیب سماعی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%b3%d8%a7%d8%a8-%da%a9%d8%a7%d8%b1%d8%a8%d8%b1%db%8c/","/حساب-کاربری/","sitemap:page","200","https://sornaz.com/%d8%ad%d8%b3%d8%a7%d8%a8-%da%a9%d8%a7%d8%b1%d8%a8%d8%b1%db%8c/","https://sornaz.com/%d8%ad%d8%b3%d8%a7%d8%a8-%da%a9%d8%a7%d8%b1%d8%a8%d8%b1%db%8c/","حساب کاربری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%b3%d9%86-%da%a9%d8%b3%d8%a7%db%8c%db%8c/","/حسن-کسایی/","sitemap:post","200","https://sornaz.com/%d8%ad%d8%b3%d9%86-%da%a9%d8%b3%d8%a7%db%8c%db%8c/","https://sornaz.com/%d8%ad%d8%b3%d9%86-%da%a9%d8%b3%d8%a7%db%8c%db%8c/","حسن کسایی | نوازنده برجسته نی، ردیف دان ملقب به استاد کامل - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%b3%d9%8a%d9%86-%d8%b9%d9%84%d9%89-%d9%88%d8%b2%d9%8a%d8%b1%d9%89-%d8%aa%d8%a8%d8%a7%d8%b1/","/حسين-على-وزيرى-تبار/","sitemap:post","200","https://sornaz.com/%d8%ad%d8%b3%d9%8a%d9%86-%d8%b9%d9%84%d9%89-%d9%88%d8%b2%d9%8a%d8%b1%d9%89-%d8%aa%d8%a8%d8%a7%d8%b1/","https://sornaz.com/%d8%ad%d8%b3%d9%8a%d9%86-%d8%b9%d9%84%d9%89-%d9%88%d8%b2%d9%8a%d8%b1%d9%89-%d8%aa%d8%a8%d8%a7%d8%b1/","حسين على وزيرى تبار - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%ad%d8%b3%db%8c%d9%86-%d8%b9%d9%84%db%8c%d8%b2%d8%a7%d8%af%d9%87/","/حسین-علیزاده/","sitemap:post","200","https://sornaz.com/%d8%ad%d8%b3%db%8c%d9%86-%d8%b9%d9%84%db%8c%d8%b2%d8%a7%d8%af%d9%87/","https://sornaz.com/%d8%ad%d8%b3%db%8c%d9%86-%d8%b9%d9%84%db%8c%d8%b2%d8%a7%d8%af%d9%87/","زندگینامه و آثار حسین علیزاده موسیقی دان برجسته ایرانی | حضور در 2 گروه عارف و کانون چاووش - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b1%d8%a7%d8%b3%d8%aa-%d9%be%d9%86%d8%ac%da%af%d8%a7%d9%87/","/دستگاه-راست-پنجگاه/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b1%d8%a7%d8%b3%d8%aa-%d9%be%d9%86%d8%ac%da%af%d8%a7%d9%87/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b1%d8%a7%d8%b3%d8%aa-%d9%be%d9%86%d8%ac%da%af%d8%a7%d9%87/","دستگاه راست پنجگاه | فن آخر در ردیف موسیقی ایرانی | شباهت گام 2 دستگاه راست‌پنجگاه و ماهور | دستگاهی برای مرکب نوازی و مرکب خوانی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b3%d9%87-%da%af%d8%a7%d9%87/","/دستگاه-سه-گاه/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b3%d9%87-%da%af%d8%a7%d9%87/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b3%d9%87-%da%af%d8%a7%d9%87/","دستگاه سه گاه | شباهت ها و تفاوت دستگاه سه گاه به آواز افشاری در ردیف موسیقی ایرانی | مایه شناسی سه گاه در گام 24 ربع پرده ای علینقی وزیری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/","/دستگاه-شناسی-و-آوازشناسی-موسیقی-ایران/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d9%85%d9%88%d8%b3%db%8c%d9%82%db%8c-%d8%a7%db%8c%d8%b1%d8%a7%d9%86/","دستگاه شناسی و آوازشناسی موسیقی ایرانی، شناخت علائم سرکلید 12 مقام موسیقی ایرانی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%88%d8%b1/","/دستگاه-شور/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%88%d8%b1/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d8%b4%d9%88%d8%b1/","دستگاه شور، گسترده ترین دستگاه موسیقی ایرانی (1) | نظریه روح اله خالقی | مایه شناسی در گام 24 ربع پرده ای علینقی وزیری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%85%d8%a7%d9%87%d9%88%d8%b1/","/دستگاه-ماهور/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%85%d8%a7%d9%87%d9%88%d8%b1/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%85%d8%a7%d9%87%d9%88%d8%b1/","دستگاه ماهور | شباهت دستگاه ماهور در موسیقی ایرانی به گام ماژور | دستگاهی با حدود 50 گوشه | ساختار و مایه شناسی - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%86%d9%88%d8%a7/","/دستگاه-نوا/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%86%d9%88%d8%a7/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%86%d9%88%d8%a7/","دستگاه نوا یا آواز نوا؟ دستگاهی که موسیقی دانان ایرانی در مورد آن اختلاف نظر دارند| شباهت ها و تفاوت دستگاه نوا و شور | 2 الگوی گام متفاوت برای نوا - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%87%d9%85%d8%a7%db%8c%d9%88%d9%86/","/دستگاه-همایون/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%87%d9%85%d8%a7%db%8c%d9%88%d9%86/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%87%d9%85%d8%a7%db%8c%d9%88%d9%86/","دستگاه همایون | شباهت ها و اختلاف های دستگاه همایون به شور و بیات اصفهان در ردیف موسیقی ایرانی و گام مینور هارمونیک | مایه شناسی در گام 24 ربع پرده ای وزیری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2/","/دستگاه-و-آواز/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%d9%88-%d8%a2%d9%88%d8%a7%d8%b2/","مفهوم دستگاه و آواز در موسیقی ایران چیست؟ تفاوت های اساسی این ساختارها - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%da%86%d9%87%d8%a7%d8%b1%da%af%d8%a7%d9%87/","/دستگاه-چهارگاه/","sitemap:post","200","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%da%86%d9%87%d8%a7%d8%b1%da%af%d8%a7%d9%87/","https://sornaz.com/%d8%af%d8%b3%d8%aa%da%af%d8%a7%d9%87-%da%86%d9%87%d8%a7%d8%b1%da%af%d8%a7%d9%87/","دستگاه چهارگاه | منحصر به فرد ترین دستگاه در ردیف موسیقی ایرانی | مایه شناسی در گام 24 قسمتی علینقی وزیری - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d8%b3%d8%aa-%da%a9%d9%88%da%a9-%d9%88-%da%86%d9%be-%da%a9%d9%88%da%a9/","/راست-کوک-و-چپ-کوک/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d8%b3%d8%aa-%da%a9%d9%88%da%a9-%d9%88-%da%86%d9%be-%da%a9%d9%88%da%a9/","https://sornaz.com/%d8%b1%d8%a7%d8%b3%d8%aa-%da%a9%d9%88%da%a9-%d9%88-%da%86%d9%be-%da%a9%d9%88%da%a9/","مفهوم 2 اصطلاح راست کوک و چپ کوک در موسیقی ایرانی چیست؟ - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d8%a7%d8%b1/","/راهنمای-خرید-تار/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d8%a7%d8%b1/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d8%a7%d8%b1/","راهنمای جامع خرید تار | نکات لازم جهت خرید | 10 قسمت مختلف تار و ویژگی های یک ساز خوب - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d9%86%d8%a8%da%a9/","/راهنمای-خرید-تنبک/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d9%86%d8%a8%da%a9/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%aa%d9%86%d8%a8%da%a9/","راهنمای جامع خرید تنبک | 6 نکته کاربردی در خرید تمبک | 4 سوال مهم هنگام خرید تنبک - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%86%d8%aa%d9%88%d8%b1/","/راهنمای-خرید-سنتور/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%86%d8%aa%d9%88%d8%b1/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%86%d8%aa%d9%88%d8%b1/","راهنمای جامع خرید سنتور برای شروع یادگیری افراد مبتدی | 9 نکته مهم برای خرید بهترین سنتور - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%87-%d8%aa%d8%a7%d8%b1/","/راهنمای-خرید-سه-تار/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%87-%d8%aa%d8%a7%d8%b1/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b3%d9%87-%d8%aa%d8%a7%d8%b1/","راهنمای جامع خرید سه تار | بررسی ساختمان و اجزای سه تار | قیمت انواع سه تار | 8 نکته مهم در رابطه با کیفیت صدای سه تار - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b9%d9%88%d8%af-%d9%88-%d8%a8%d8%b1%d8%a8%d8%b7/","/راهنمای-خرید-عود-و-بربط/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b9%d9%88%d8%af-%d9%88-%d8%a8%d8%b1%d8%a8%d8%b7/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d8%b9%d9%88%d8%af-%d9%88-%d8%a8%d8%b1%d8%a8%d8%b7/","راهنمای جامع خرید عود و بربط | معرفی 8 بخش مختلف ساز عود | نکات مهم برای خرید بربط - سُرناز","text/html; charset=UTF-8","","","301","pending"
"https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%81%d9%84%d9%88%d8%aa/","/راهنمای-خرید-فلوت/","sitemap:post","200","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%81%d9%84%d9%88%d8%aa/","https://sornaz.com/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ae%d8%b1%db%8c%d8%af-%d9%81%d9%84%d9%88%d8%aa/","راهنمای جامع خرید فلوت ریکوردر - سُرناز","text/html; charset=UTF-8","","","301","pending"
